Player,Season,Age,Team,G,GS,AV,Pos
Michael Gallup,2022,26,DAL,14,11,4,WR
Marquise Goodwin,2022,32,SEA,13,2,4,WR
Jauan Jennings,2022,25,SFO,16,4,4,WR
Terrace Marshall Jr.,2022,22,CAR,14,9,4,WR
Chris Moore,2022,29,HOU,16,7,4,WR
DeVante Parker,2022,29,NWE,13,11,4,WR
Alec Pierce,2022,22,IND,16,12,4,WR
Rashid Shaheed,2022,24,NOR,12,6,4,WR
Trent Sherfield,2022,26,MIA,17,4,4,WR
Ben Skowronek,2022,25,LAR,14,11,4,WR
Equanimeous St. Brown,2022,26,CHI,16,16,4,WR
Quez Watkins,2022,24,PHI,17,8,4,WR
Robert Woods,2022,30,TEN,17,15,4,WR
Nelson Agholor,2022,29,NWE,16,7,3,WR
Chosen Anderson,2022,29,"CAR,ARI",16,7,3,WR
Tutu Atwell,2022,23,LAR,13,4,3,WR
Rashod Bateman,2022,23,BAL,6,5,3,WR
Damiere Byrd,2022,29,ATL,14,4,3,WR
Russell Gage,2022,26,TAM,13,4,3,WR
Mecole Hardman,2022,24,KAN,8,5,3,WR
Isaiah Hodgins,2022,24,"BUF,NYG",10,5,3,WR
Van Jefferson,2022,26,LAR,11,9,3,WR
Ray-Ray McCloud,2022,26,SFO,17,2,3,WR
Elijah Moore,2022,22,NYJ,16,9,3,WR
Rondale Moore,2022,22,ARI,8,8,3,WR
Dante Pettis,2022,27,CHI,17,7,3,WR
Hunter Renfrow,2022,27,LVR,10,1,3,WR
Allen Robinson,2022,29,LAR,10,10,3,WR
Laviska Shenault Jr.,2022,24,CAR,13,4,3,WR
Shi Smith,2022,24,CAR,17,6,3,WR
Sammy Watkins,2022,29,"GNB,BAL",12,5,3,WR
Justin Watson,2022,26,KAN,17,5,3,WR
Nick Westbrook-Ikhine,2022,25,TEN,17,13,3,WR
Jamal Agnew,2022,27,JAX,15,0,2,WR
David Bell,2022,22,CLE,16,3,2,WR
Phillip Dorsett,2022,29,HOU,15,4,2,WR
A.J. Green,2022,34,ARI,15,10,2,WR
Kendall Hinton,2022,25,DEN,12,5,2,WR
KhaDarel Hodge,2022,27,ATL,17,1,2,WR
Trenton Irwin,2022,27,CIN,9,2,2,WR
DeSean Jackson,2022,36,BAL,7,1,2,WR
Julio Jones,2022,33,TAM,10,5,2,WR
Velus Jones Jr.,2022,25,CHI,12,2,2,WR
Jarvis Landry,2022,30,NOR,9,3,2,WR
Skyy Moore,2022,22,KAN,16,3,2,WR
Zach Pascal,2022,28,PHI,17,2,2,WR
Brandon Powell,2022,27,LAR,17,6,2,WR
Byron Pringle,2022,29,CHI,11,4,2,WR
Wan'Dale Robinson,2022,21,NYG,6,3,2,WR
Khalil Shakir,2022,22,BUF,14,2,2,WR
Tre'Quan Smith,2022,26,NOR,15,6,2,WR
Tyquan Thornton,2022,22,NWE,13,9,2,WR
Kadarius Toney,2022,23,"KAN,NYG",9,4,2,WR
Michael Bandy,2022,25,LAC,10,2,1,WR
Braxton Berrios,2022,27,NYJ,17,2,1,WR
Dyami Brown,2022,23,WAS,15,0,1,WR
Marquez Callaway,2022,24,NOR,14,3,1,WR
Keelan Cole,2022,29,LVR,14,3,1,WR
River Cracraft,2022,28,MIA,11,0,1,WR
Jamison Crowder,2022,29,BUF,4,0,1,WR
Ashton Dulin,2022,25,IND,12,2,1,WR
D'Wayne Eskridge,2022,25,SEA,10,0,1,WR
Kenny Golladay,2022,29,NYG,12,4,1,WR
Jalen Guyton,2022,25,LAC,3,0,1,WR
KJ Hamler,2022,23,DEN,7,0,1,WR
N'Keal Harry,2022,25,CHI,7,0,1,WR
T.Y. Hilton,2022,33,DAL,3,0,1,WR
Marcus Johnson,2022,28,NYG,14,7,1,WR
Tom Kennedy,2022,26,DET,7,1,1,WR
Jake Kumerow,2022,30,BUF,6,1,1,WR
Scott Miller,2022,25,TAM,15,1,1,WR
Denzel Mims,2022,25,NYJ,10,4,1,WR
Jalen Nailor,2022,23,MIN,15,0,1,WR
Gunner Olszewski,2022,26,PIT,16,2,1,WR
Breshad Perriman,2022,29,TAM,11,3,1,WR
Kyle Philips,2022,23,TEN,4,0,1,WR
James Proche,2022,26,BAL,15,0,1,WR
Jalen Reagor,2022,23,MIN,17,0,1,WR
Amari Rodgers,2022,23,"GNB,HOU",16,1,1,WR
Anthony Schwartz,2022,22,CLE,11,1,1,WR
Sterling Shepard,2022,29,NYG,3,2,1,WR
David Sills,2022,26,NYG,9,5,1,WR
Cam Sims,2022,26,WAS,17,3,1,WR
Steven Sims,2022,25,PIT,12,2,1,WR
Jeff Smith,2022,25,NYJ,11,0,1,WR
Trent Taylor,2022,28,CIN,16,1,1,WR
Michael Thomas,2022,29,NOR,3,3,1,WR
Samori Toure,2022,24,GNB,11,2,1,WR
Kevin White,2022,30,NOR,7,2,1,WR
Jameson Williams,2022,21,DET,6,0,1,WR
Cedrick Wilson Jr.,2022,27,MIA,15,0,1,WR
Maurice Alexander,2022,25,DET,4,0,0,WR
Josh Ali,2022,23,ATL,2,0,0,WR
Andre Baccellia,2022,25,ARI,8,0,0,WR
Daylen Baldwin,2022,23,CLE,1,0,0,WR
Cole Beasley,2022,33,"BUF,TAM",4,1,0,WR
Trinity Benson,2022,25,DET,1,0,0,WR
Jared Bernhardt,2022,25,ATL,2,0,0,WR
Stanley Berryhill,2022,24,DET,4,0,0,WR
C.J. Board,2022,29,TEN,4,0,0,WR
Lynn Bowden Jr.,2022,25,NWE,1,0,0,WR
Miles Boykin,2022,26,PIT,16,1,0,WR
John Brown,2022,32,BUF,3,0,0,WR
Jalen Camp,2022,24,HOU,2,0,0,WR
Quintez Cephus,2022,24,DET,4,1,0,WR
Dan Chisena,2022,25,MIN,2,0,0,WR
Tyrie Cleveland,2022,25,DEN,6,0,0,WR
Chris Conley,2022,30,"HOU,TEN",9,1,0,WR
Pharoh Cooper,2022,27,ARI,5,1,0,WR
Keke Coutee,2022,25,IND,8,0,0,WR
Britain Covey,2022,25,PHI,17,0,0,WR
Frank Darby,2022,25,ATL,5,0,0,WR
Jaelon Darden,2022,23,"CLE,TAM",14,0,0,WR
Bryan Edwards,2022,24,ATL,7,1,0,WR
Alex Erickson,2022,30,WAS,2,0,0,WR
Erik Ezukanma,2022,22,MIA,1,0,0,WR
Simi Fehoko,2022,25,DAL,5,0,0,WR
Ethan Fernea,2022,24,IND,1,0,0,WR
Dez Fitzpatrick,2022,25,TEN,1,0,0,WR
Kaylon Geiger,2022,25,TAM,3,0,0,WR
Tanner Gentry,2022,28,BUF,3,0,0,WR
Josh Gordon,2022,31,TEN,2,0,0,WR
Danny Gray,2022,23,SFO,13,0,0,WR
Deonte Harty,2022,25,NOR,4,0,0,WR
Jacob Harris,2022,25,LAR,7,0,0,WR
Penny Hart,2022,26,SEA,9,0,0,WR
Rashard Higgins,2022,28,CAR,3,0,0,WR
Cody Hollister,2022,29,TEN,11,3,0,WR
